gene,CONSEL_hypo0,IQTree_hypo0,IQTree2_hypo0,runtime_CONSEL,runtime_IQTree,runtime_IQTree2
rpoC2_ge,0.301,0.313,0.301,16.641,60.628,53.495
ndhD_ge,0.061,0.0611,0.0666,4.281,18.623,22.18
psbD_ge,8e-05,6.98e-06,1.71e-48,4.522,12.093,11.901
atpA_ge,0.094,0.102,0.0908,5.946,18.675,20.602
atpH_ge,0.021,0.0211,0.024,1.417,4.223,3.299
rps15_ge,0.083,0.0811,0.0776,1.533,2.382,2.058
rpl22_ge,0.01,0.0104,0.0116,2.016,7.574,8.149
ycf1_ge,0.142,0.127,0.122,57.751,216.713,165.443
rps8_ge,0.008,0.00959,0.00813,1.806,5.235,5.9
rpl36_ge,3e-05,4.23e-05,3.99e-07,0.775,2.652,2.625
ccsA_ge,0.099,0.105,0.102,6.161,10.991,12.031
psaC_ge,0.001,0.000598,0.00144,1.493,3.384,3.321
rpoB_ge,0.06,0.0743,0.0709,11.804,39.532,29.368
ndhA_ge,0.082,0.0823,0.0824,14.726,36.174,32.807
rps11_ge,0.032,0.0328,0.0329,1.682,4.124,4.091
psbF_ge,5e-09,3.77e-13,2.81e-05,0.541,0.742,0.808
psbH_ge,0.075,0.0792,0.078,0.781,1.972,2.325
rpl14_ge,0.013,0.0165,0.0136,1.305,4.714,4.66
rpl33_ge,0.002,0.0028,0.00538,1.387,3.484,3.116
ndhG_ge,0.049,0.0482,0.0494,2.114,6.516,6.714
psaJ_ge,0.0003,0.012,0.00841,0.532,0.819,1.316
cemA_ge,0,0.14,0.126,0.007,9.087,10.688
petB_ge,0.075,0.0733,0.0804,10.219,18.473,18.972
accD_ge,0.119,0.123,0.119,14.523,31.444,28.628
rps12_ge,0.007,0.0106,0.00522,3.734,8.753,6.58
rpl32_ge,0.085,0.0949,0.0914,1.171,2.917,3.683
atpF_ge,0.004,0.00513,0.00475,8.255,24.411,20.864
clpP_ge,0.156,0.157,0.151,17.111,42.517,43.041
atpB_ge,0.039,0.0393,0.0373,4.314,19.197,17.907
rpoA_ge,0.037,0.0316,0.0315,4.192,17.372,17.306
petG_ge,1e-06,2.8e-05,2.51e-08,0.66,1.837,1.443
rpoC1_ge,0.035,0.0312,0.033,15.267,46.682,37.5
petL_ge,0.002,0.00201,0.00131,0.675,2.591,2.99
psbC_ge,0.019,0.0123,0.0128,7.752,13.268,10.921
psbE_ge,0.001,0.000546,0.000357,1.263,3.165,2.764
psbT_ge,0.001,0.000419,0.00115,0.565,3.129,2.855
psbL_ge,0.001,0.000609,0.000911,0.773,1.817,1.99
ndhC_ge,0.03,0.0282,0.0314,1.477,3.999,4.558
rbcL_ge,0.001,0.0016,0.00174,5.307,9.992,8.771
psbN_ge,0.004,0.00233,0.00337,0.842,1.694,1.909
ndhJ_ge,0.001,0.000362,0.00106,2.226,5.128,4.608
psbI_ge,0.001,0.000329,0.000528,0.504,1.483,1.946
rps14_ge,0.038,0.0377,0.043,1.508,3.249,3.313
ndhI_ge,0.025,0.0285,0.0276,1.963,4.752,5.605
psbZ_ge,0.004,0.00359,0.00292,0.795,1.524,1.167
petD_ge,0.337,0.341,0.331,7.443,19.486,19.783
psaI_ge,0.002,0.00139,0.00138,0.737,2.16,2.182
psbM_ge,0.002,0.000595,0.000743,0.501,1.333,1.609
petN_ge,0.0002,9.51e-05,3.64e-05,0.476,1.034,1.005
ycf3_ge,0.03,0.0237,0.0259,11.811,40.738,33.005
psaA_ge,0.154,0.161,0.138,10.113,21.243,17.501
rps16_ge,0.07,0.0805,0.0771,11.246,33.624,31.385
ndhH_ge,0.077,0.0733,0.0712,3.035,9.769,13.556
atpE_ge,0.118,0.117,0.114,2.495,5.653,4.757
rps3_ge,0.229,0.215,0.225,3.702,9.484,9.942
petA_ge,0.025,0.0261,0.0208,3.917,8.054,8.884
rpl23_ge,0.012,0.0106,0.00886,1.336,6.398,6.312
atpI_ge,0.056,0.0548,0.0628,2.696,8.171,7.976
ndhE_ge,0.01,0.007,0.0106,1.484,3.28,2.972
rpl20_ge,0.022,0.0107,0.0132,2.025,4.239,4.845
psbB_ge,0.189,0.192,0.187,5.787,12.239,12.808
rps18_ge,0.056,0.0499,0.0603,3.127,10.478,9.393
rps4_ge,0.021,0.0241,0.0203,2.533,7.045,7.067
matK_ge,0.022,0.0242,0.0212,5.549,18.008,17.194
ndhB_ge,0.015,0.0181,0.0183,10.723,22.549,27.186
psbJ_ge,1e-05,6.11e-07,1.36e-07,0.764,2.557,2.843
rpl2_ge,0.075,0.0694,0.0804,5.193,18.289,17.769
psbK_ge,0.179,0.189,0.189,1.17,2.721,2.636
rpl16_ge,0.057,0.0612,0.0609,11.847,25.131,26.487
rps19_ge,0.014,0.00681,0.00903,1.944,5.579,5.839
psaB_ge,0.095,0.097,0.108,7.202,20.545,19.832
ndhK_ge,0.253,0.251,0.242,3.915,6.861,7.817
ycf2_ge,0.016,0.0129,0.0158,34.402,323.7,316.798
psbA_ge,0.051,0.055,0.0569,5.565,10.438,9.009
rps2_ge,0.056,0.0468,0.0508,3.275,9.889,10.195
rps7_ge,0.012,0.0147,0.0122,3.122,7.146,6.836
ndhF_ge,0.089,0.089,0.0903,9.761,25.441,20.981
ycf4_ge,0.026,0.0215,0.021,1.534,5.908,6.301
