gene,CONSEL_hypo0,IQTree_hypo0,IQTree2_hypo0,runtime_CONSEL,runtime_IQTree,runtime_IQTree2
psbA_ex,0.064,0.062,0.0727,3.175,8.654,8.785
rps2_ex,0.039,0.0414,0.0365,3.013,7.492,8.463
rps4_ex,0.035,0.0303,0.031,2.764,8.06,6.782
rps14_ex,0.041,0.0427,0.0474,1.228,3.572,3.601
ndhB_ex,0.069,0.0773,0.0805,8.134,12.969,15.068
psaJ_ex,0.021,0.0198,0.0197,0.619,1.157,1.252
petG_ex,1e-15,2.58e-06,1.01e-09,0.731,1.85,1.944
petN_ex,1e-05,8.05e-06,2.7e-05,0.49,0.838,0.842
clpP_ex,0.002,0.00097,0.000622,2.808,6.948,8.396
rps12_ex,0.015,0.0151,0.0144,1.524,3.227,3.605
psbL_ex,5e-05,4.1e-05,0.000101,0.714,1.647,1.775
ndhC_ex,0.016,0.0137,0.0133,1.871,3.852,4.178
psbJ_ex,2e-05,3.68e-06,3.41e-06,0.751,1.82,1.757
psbC_ex,0.015,0.0138,0.0155,4.564,9.058,12.122
psaA_ex,0.24,0.243,0.262,7.672,17.52,15.972
psbT_ex,7e-05,1.59e-05,0.000311,0.462,2.547,2.708
atpH_ex,0.006,0.00635,0.00727,0.957,2.426,2.335
rpl36_ex,2e-09,0.0013,8.84e-06,0.555,1.622,1.814
psbE_ex,0.013,0.0158,0.0104,1.078,2.203,2.611
psbZ_ex,0.007,0.0122,0.00495,1.016,2.18,2.114
ycf1_auto_ex,0.117,0.118,0.119,46.964,126.227,144.743
psbD_ex,2e-25,3.39e-07,8.93e-61,2.854,8.648,9.861
ccsA_ex,0.092,0.0828,0.0971,4.166,10.135,11.165
psaC_ex,0.002,0.00206,0.00146,1.376,2.721,2.986
atpA_ex,0.079,0.0735,0.0802,5.484,17.023,18.979
ndhF_ex,0.014,0.0179,0.0141,14.117,24.823,24.571
psbB_ex,0.257,0.258,0.265,4.145,12.211,12.437
accD_ex,0.204,0.191,0.191,14.012,24.314,22.95
rps18_ex,0.015,0.011,0.0122,2.159,9.798,10.763
rpl2_ex,0.129,0.12,0.127,3.184,8.808,10.486
psbN_ex,0.006,0.00764,0.00838,0.822,1.698,1.759
ndhG_ex,0.039,0.0369,0.0381,2.06,4.544,4.642
atpI_ex,0.093,0.0967,0.0975,2.743,8.337,8.317
psbK_ex,0.197,0.225,0.208,1.032,2.078,2.044
rpl20_ex,0.025,0.0312,0.0286,1.472,3.62,3.786
ndhJ_ex,0.001,0.00139,0.00158,1.395,5.483,5.027
petD_ex,0.032,0.0278,0.0256,2.18,5.691,4.662
rpl23_ex,0.017,0.0167,0.0183,1.447,6.188,6.159
psbI_ex,5e-05,0.000315,0.000713,0.744,2.064,2.13
ycf2_auto_ex,0.019,0.0205,0.0259,33.532,240.955,264.237
rps7_ex,0.022,0.018,0.0223,3.231,6.305,6.023
rbcL_ex,0.21,0.214,0.219,7.846,11.787,10.627
rps19_ex,0.022,0.0247,0.0215,2.672,7.885,7.375
petL_ex,0.002,0.00323,0.00168,0.726,2.778,2.75
ndhK_ex,0.364,0.338,0.368,3.054,8.453,7.565
psbM_ex,0.0003,0.000407,0.000379,0.838,2.347,2.667
ycf3_ex,0.207,0.216,0.197,2.95,6.445,6.77
rps16_ex,0.065,0.0652,0.0636,1.979,5.621,5.766
rps11_ex,0.041,0.0452,0.037,2.785,6.028,6.324
rps15_ex,0.055,0.0523,0.0492,1.835,3.441,3.728
petA_ex,0.044,0.0344,0.0454,5.281,10.538,9.524
rpoB_ex,0.17,0.169,0.181,14.166,38.708,34.231
ndhI_ex,0.12,0.117,0.132,1.984,5.217,4.847
rpl22_ex,0.013,0.0114,0.0126,2.454,5.951,4.759
psaI_ex,0.0004,0.000437,0.000575,0.489,2.003,2.049
rpoA_ex,0.027,0.0256,0.0255,4.518,14.043,14.756
psbF_ex,4e-07,2.94e-06,2.75e-07,0.779,1.118,1.178
rps8_ex,0.018,0.0209,0.0167,1.601,4.366,4.167
atpB_ex,0.061,0.0577,0.0588,3.95,15.42,15.638
ycf4_ex,0.027,0.0226,0.0306,2.195,6.157,6.491
petB_ex,0.061,0.0488,0.0478,2.82,7.295,6.969
rpl32_ex,0,0.00321,0.00491,0.007,4.793,4.508
atpE_ex,0.082,0.0879,0.0905,1.881,4.186,4.315
atpF_ex,0.037,0.0313,0.0308,2.209,5.626,6.287
rpl14_ex,0.024,0.0257,0.0208,1.653,4.195,4.16
matK_ex,0.01,0.00851,0.00512,5.152,18.138,17.514
ndhD_ex,0.054,0.0579,0.0603,5.518,14.773,19.331
ndhA_ex,0.034,0.0294,0.028,4.115,10.658,9.617
rpoC2_ex,0.223,0.234,0.24,17.238,44.963,54.073
rpl33_ex,0.001,0.00202,0.000776,1.156,2.855,3.251
psbH_ex,0.058,0.0532,0.0588,1.296,2.81,2.92
cemA_ex,0,0.171,0.184,0.007,7.787,6.796
ndhE_ex,0.012,0.0174,0.0163,1.213,3.022,2.806
rpl16_ex,0.031,0.0304,0.0292,1.613,4.211,4.357
psaB_ex,0.222,0.211,0.215,5.673,14.974,22.999
ndhH_ex,0.108,0.103,0.111,4.46,11.147,11.109
rpoC1_ex,0.177,0.171,0.179,11.641,24.734,24.758
rps3_ex,0.291,0.273,0.302,3.621,8.711,8.865
