gene,CONSEL_hypo0,IQTree_hypo0,IQTree2_hypo0,runtime_CONSEL,runtime_IQTree,runtime_IQTree2
rpoC2_ge,0.315,0.299,0.3,16.351,57.724,51.578
ndhD_ge,0.061,0.07,0.0625,4.017,16.127,17.391
psbD_ge,2e-56,2.28e-59,1.21e-40,5.331,10.637,10.718
atpA_ge,0.101,0.0806,0.102,5.889,18.046,18.834
atpH_ge,0.019,0.0254,0.0229,1.076,3.312,3.422
rps15_ge,0.081,0.072,0.0823,1.678,2.404,2.312
rpl22_ge,0.01,0.00856,0.0104,1.971,5.586,7.592
ycf1_ge,0.135,0.134,0.128,45.093,155.765,163.818
rps8_ge,0.009,0.0129,0.00864,1.78,5.002,5.562
rpl36_ge,0.0003,1.37e-05,1.57e-07,0.61,2.602,2.677
ccsA_ge,0.105,0.0984,0.0961,6.21,10.794,11.488
psaC_ge,0.001,0.00109,0.00121,1.521,3.306,3.017
rpoB_ge,0.067,0.0606,0.0653,12.536,46.63,29.117
ndhA_ge,0.082,0.0784,0.0798,15.984,30.81,31.498
rps11_ge,0.038,0.0384,0.0321,1.855,4.707,5.513
psbF_ge,1e-05,1.14e-07,1.67e-66,0.91,1.236,0.927
psbH_ge,0.072,0.0692,0.0713,0.99,4.334,4.243
rpl14_ge,0.01,0.0177,0.0125,1.559,4.792,4.532
rpl33_ge,0.004,0.00349,0.00339,1.217,3.454,3.183
ndhG_ge,0.052,0.0488,0.0416,1.886,4.334,4.392
psaJ_ge,5e-05,0.0126,0.0115,0.518,0.755,0.803
cemA_ge,0,0.134,0.146,0.005,7.228,12.052
petB_ge,0.069,0.0839,0.0819,11.295,22.055,23.598
accD_ge,0.126,0.118,0.12,17.641,34.077,33.026
rps12_ge,0.006,0.00676,0.0108,3.517,7.807,10.022
rpl32_ge,0.089,0.0936,0.0934,1.698,4.558,4.816
atpF_ge,0.005,0.00401,0.00564,8.291,20.979,24.423
clpP_ge,0.146,0.149,0.146,17.709,47.25,49.233
atpB_ge,0.041,0.0345,0.0382,5.29,19.401,14.733
rpoA_ge,0.034,0.0318,0.0284,3.309,19.005,20.078
petG_ge,8e-05,1.43e-09,7.55e-05,0.798,1.692,1.956
rpoC1_ge,0.033,0.0332,0.0348,16.374,47.515,41.978
petL_ge,0.001,0.00116,0.00256,0.538,2.607,2.583
psbC_ge,0.015,0.015,0.0152,6.925,11.117,8.106
psbE_ge,0.002,0.000786,0.000473,0.865,2.029,2.288
psbT_ge,0.001,0.00146,0.000298,0.787,2.682,3.097
psbL_ge,0.002,0.00084,0.00128,0.804,2.001,2.024
ndhC_ge,0.032,0.0272,0.0288,2.111,4.269,4.537
rbcL_ge,0.002,0.00199,0.00278,7.842,10.466,10.035
psbN_ge,0.002,0.00523,0.00275,0.666,1.93,1.887
ndhJ_ge,0.001,0.0019,0.0014,1.875,5.326,5.188
psbI_ge,0.0001,6.02e-06,0.00034,0.556,2.112,2.266
rps14_ge,0.038,0.0475,0.0381,1.249,3.001,2.907
ndhI_ge,0.04,0.0323,0.0341,2.545,4.183,5.534
psbZ_ge,0.002,0.00234,0.00307,1.093,1.642,1.731
petD_ge,0.337,0.334,0.33,8.028,18.257,18.555
psaI_ge,0.001,0.00178,0.00192,0.781,2.119,1.938
psbM_ge,0.0002,0.000392,0.00148,0.628,2.09,1.925
petN_ge,2e-05,8.7e-05,0.000149,0.472,1.01,0.983
ycf3_ge,0.026,0.0258,0.0226,14.396,45.782,38.904
psaA_ge,0.158,0.156,0.147,9.456,16.986,19.324
rps16_ge,0.08,0.0719,0.0793,16.233,43.429,35.383
ndhH_ge,0.076,0.0726,0.0721,5.398,10.239,10.466
atpE_ge,0.109,0.108,0.116,1.261,3.513,4.472
rps3_ge,0.22,0.206,0.215,3.888,10.232,10.713
petA_ge,0.023,0.0273,0.0271,4.484,9.938,9.352
rpl23_ge,0.005,0.00697,0.00991,2.011,6.436,7.22
atpI_ge,0.056,0.0597,0.0538,2.158,8.099,10.229
ndhE_ge,0.011,0.0128,0.0118,1.857,4.889,2.607
rpl20_ge,0.009,0.0118,0.0105,2.324,5.491,3.694
psbB_ge,0.183,0.178,0.197,6.446,14.471,13.937
rps18_ge,0.051,0.0532,0.0552,3.849,12.316,11.841
rps4_ge,0.021,0.0214,0.0201,2.209,7.788,7.472
matK_ge,0.02,0.0222,0.0239,6.674,17.307,17.465
ndhB_ge,0.017,0.0187,0.019,7.799,22.95,24.392
psbJ_ge,2e-06,4.18e-09,1.5e-05,0.442,1.576,1.678
rpl2_ge,0.071,0.0732,0.0817,5.269,19.005,15.694
psbK_ge,0.199,0.198,0.185,0.64,1.734,1.923
rpl16_ge,0.054,0.0639,0.052,11.36,25.63,22.876
rps19_ge,0.01,0.0116,0.008,1.705,6.785,7.596
psaB_ge,0.106,0.106,0.104,7.349,17.962,15.389
ndhK_ge,0.273,0.261,0.256,2.967,8.144,8.926
ycf2_ge,0.013,0.0139,0.0132,37.43,302.415,290.154
psbA_ge,0.06,0.0483,0.0499,5.239,9.424,8.775
rps2_ge,0.057,0.0521,0.0544,4.391,9.517,10.706
rps7_ge,0.015,0.0138,0.0159,3.04,6.281,6.087
ndhF_ge,0.098,0.0877,0.0972,9.345,23.464,20.97
ycf4_ge,0.02,0.0184,0.0236,2.15,6.288,6.562
