gene,CONSEL_hypo0,IQTree_hypo0,IQTree2_hypo0,runtime_CONSEL,runtime_IQTree,runtime_IQTree2
psbA_ex,0.126,0.107,0.117,5.657,12.373,10.626
rps2_ex,0.071,0.067,0.0715,3.288,11.282,12.575
rps4_ex,0.025,0.0227,0.0298,3.246,7.596,7.067
rps14_ex,0.06,0.0587,0.0487,1.058,2.925,2.83
ndhB_ex,0.085,0.0849,0.0853,4.78,13.036,12.447
psaJ_ex,1e-11,0.00292,0.00214,0.573,4.117,11.285
petG_ex,1e-08,2.53e-10,1.1e-06,0.708,2.759,3.634
petN_ex,0.001,0.00162,0.00148,0.65,1.321,1.816
clpP_ex,0.003,0.000865,0.00138,3.625,13.785,16.944
rps12_ex,0.012,0.015,0.0115,1.832,6.773,8.235
psbL_ex,0.004,0.00351,0.00233,0.807,1.492,2.353
ndhC_ex,0.012,0.0167,0.0159,1.964,6.933,7.322
psbJ_ex,1e-07,7.76e-05,2.34e-05,0.735,4.691,5.073
psbC_ex,0.011,0.0138,0.0185,6.925,22.183,25.574
psaA_ex,0.246,0.252,0.255,9.871,23.416,35.626
psbT_ex,0.001,7.62e-05,0.0011,0.771,3.908,6.303
atpH_ex,0.013,0.0136,0.0195,1.255,3.932,6.344
rpl36_ex,0.001,0.000367,0.000562,0.67,2.951,3.84
psbE_ex,0.001,0.000787,0.000844,1.366,4.633,5.236
psbZ_ex,0.002,0.000473,0.0006,1.243,2.855,3.9
ycf1_auto_ex,0.117,0.113,0.119,65.992,167.537,152.146
psbD_ex,6e-05,1.97e-93,1.15e-52,4.433,13.466,14.381
ccsA_ex,0.086,0.089,0.0773,3.6,14.815,11.507
psaC_ex,0.006,0.00222,0.0026,1.303,3.804,5.184
atpA_ex,0.084,0.082,0.0838,6.465,16.939,16.475
ndhF_ex,0.016,0.0152,0.0128,11.399,19.419,21.586
psbB_ex,0.213,0.231,0.217,5.389,18.711,18.079
accD_ex,0.096,0.0993,0.0949,23.647,31.353,27.713
rps18_ex,0.072,0.0791,0.0876,5.177,26.829,23.158
rpl2_ex,0.142,0.141,0.155,4.865,12.998,12.222
psbN_ex,0.003,0.00451,0.00678,0.908,2.693,3.099
ndhG_ex,0.038,0.0421,0.0343,2.804,10.211,11.204
atpI_ex,0.097,0.0995,0.101,3.624,12.858,14.302
psbK_ex,0.191,0.202,0.194,1.193,4.091,3.636
rpl20_ex,0.011,0.0132,0.00985,2.204,5.545,6.131
ndhJ_ex,0.002,0.00152,0.00201,2.15,7.282,12.033
petD_ex,0.02,0.0246,0.0275,2.501,5.417,4.371
rpl23_ex,0.017,0.0185,0.0218,1.518,7.66,6.968
psbI_ex,0.0003,0.000355,0.000504,0.638,1.934,2.212
ycf2_auto_ex,0.023,0.0232,0.0246,51.2,338.417,289.951
rps7_ex,0.022,0.018,0.0207,2.444,7.385,5.52
rbcL_ex,0.003,0.00499,0.00433,5.61,10.594,13.67
rps19_ex,0.016,0.0202,0.0149,2.521,7.446,9.039
petL_ex,0.001,0.000708,0.00127,0.588,2.959,2.301
ndhK_ex,0.331,0.324,0.301,2.977,9.981,7.903
psbM_ex,2e-05,6.97e-06,5.07e-14,0.7,2.657,2.879
ycf3_ex,0.146,0.15,0.163,2.783,6.488,7.512
rps16_ex,0.067,0.0655,0.0642,1.289,5.542,7.073
rps11_ex,0.026,0.028,0.0273,2.164,5.579,7.918
rps15_ex,0.08,0.0833,0.0848,1.727,3.078,3.385
petA_ex,0.034,0.0329,0.0398,4.385,8.997,12.527
rpoB_ex,0.184,0.174,0.161,13.908,46.861,40.161
ndhI_ex,0.056,0.0621,0.0623,2.379,6.89,4.621
rpl22_ex,0.014,0.0195,0.0148,2.122,5.198,5.075
psaI_ex,0.0005,0.000827,0.0011,0.538,1.618,1.959
rpoA_ex,0.028,0.0257,0.0244,7.328,20.663,24.903
psbF_ex,2e-13,7.5e-09,3.75e-78,0.955,2.0,2.99
rps8_ex,0.018,0.0181,0.0182,1.688,8.479,7.053
atpB_ex,0.055,0.0614,0.0668,7.686,48.916,23.159
ycf4_ex,0.006,0.006,0.0106,2.821,8.142,8.669
petB_ex,0.063,0.061,0.0594,3.178,9.667,8.336
rpl32_ex,0,0.00481,0.0045,0.006,8.821,5.909
atpE_ex,0.1,0.0827,0.0926,2.757,7.133,4.053
atpF_ex,0.029,0.026,0.0257,1.97,8.785,13.048
rpl14_ex,0.021,0.0242,0.0209,2.478,10.09,7.923
matK_ex,0.006,0.00691,0.00659,10.112,28.442,25.4
ndhD_ex,0.054,0.0526,0.0633,4.556,19.423,26.017
ndhA_ex,0.027,0.0285,0.0259,5.803,21.965,20.584
rpoC2_ex,0.24,0.244,0.231,22.796,75.719,70.504
rpl33_ex,0.001,0.00206,0.00156,1.466,4.368,4.346
psbH_ex,0.038,0.0449,0.0459,1.066,3.321,3.02
cemA_ex,0,0.164,0.17,0.006,9.738,10.285
ndhE_ex,0.009,0.01,0.00655,1.489,4.113,3.132
rpl16_ex,0.031,0.0292,0.0304,2.075,4.627,4.342
psaB_ex,0.138,0.127,0.121,8.595,22.566,20.869
ndhH_ex,0.111,0.11,0.118,3.023,10.976,11.458
rpoC1_ex,0.188,0.17,0.172,11.952,28.336,27.919
rps3_ex,0.24,0.24,0.244,2.911,7.424,6.821
